ID,ITEM,RESTAURANT,CATEGORY,DINING PLAN,LOCATION,DISNEY PARK,DESCRIPTION,PRICE,IS_DDP_SNACK
22036,Carrots and Celery,Popcorn Cart - Snacks,Snacks,Snack,Typhoon Lagoon,Water Parks,,$3.99,true
22037,Mickey's Ice Cream Bar,Popcorn Cart - Snacks,Ice Cream,Snack,Typhoon Lagoon,Water Parks,,$4.69,true
22038,Mickey's Ice Cream Sandwich,Popcorn Cart - Snacks,Ice Cream,Snack,Typhoon Lagoon,Water Parks,,$4.69,true
22039,Strawberry Fruit Bar,Popcorn Cart - Snacks,Ice Cream,Snack,Typhoon Lagoon,Water Parks,,$4.19,true
22040,Frozen Lemonade Cup,Popcorn Cart - Snacks,Ice Cream,Snack,Typhoon Lagoon,Water Parks,,$4.49,true
22041,Frozen Strawberry Lemonade Cup,Popcorn Cart - Snacks,Ice Cream,Snack,Typhoon Lagoon,Water Parks,,$4.49,true
22042,Orange and Cream Bar,Popcorn Cart - Snacks,Ice Cream,Snack,Typhoon Lagoon,Water Parks,,$4.49,true
22043,Soft Drinks,Popcorn Cart - Snacks,Beverages,Snack,Typhoon Lagoon,Water Parks,"Coke, diet Coke, Coke Zero Sugar, Sprite",$3.50,true
22044,Powerade,Popcorn Cart - Snacks,Beverages,Snack,Typhoon Lagoon,Water Parks,,$4.50,true
22045,Bottled Water,Popcorn Cart - Snacks,Beverages,Snack,Typhoon Lagoon,Water Parks,,$3.00,true
22046,All Day Refillable Mug,Popcorn Cart - Snacks,Beverages,,Typhoon Lagoon,Water Parks,$8.50 one day activation,$11.99,false
22047,Smartwater,Popcorn Cart - Snacks,Beverages,Snack,Typhoon Lagoon,Water Parks,,$4.50,true
22048,Funnel Cake,Snack Hut - Snacks,,Snack,Typhoon Lagoon,Water Parks,add ice cream $3; add chocolate $1.50; DDP snack item for plain funnel cake only;,$9.00,true
22049,Fried Ice Cream,Snack Hut - Snacks,,Snack,Typhoon Lagoon,Water Parks,add chocolate $1.50; DDP snack item for plain fried ice cream only;,$6.00,true
22050,Sno-Cone,Snack Hut - Snacks,,Snack,Typhoon Lagoon,Water Parks,,$5.00,true
22051,Cotton Candy,Snack Hut - Snacks,,Snack,Typhoon Lagoon,Water Parks,,$6.00,true
22052,Bottled Water,Snack Hut - Snacks,,Snack,Typhoon Lagoon,Water Parks,,$3.50,true
22053,Chocolate-Chip Cookie,Snack Shack - Lunch,Dessert,Snack,Typhoon Lagoon,Water Parks,,$3.99,true
22054,Turkey Sandwich,Snack Shack - Lunch,For Children Ages 3-9,,Typhoon Lagoon,Water Parks,"includes yogurt smoothie, applesauce and choice of small lowfat milk or small bottled water",$9.49,false
22055,DOLE Whip® Soft-serve in a Cup,Snack Shack - Lunch,Ice Cream,,Typhoon Lagoon,Water Parks,"DOLE Whip® Pineapple, DOLE Whip® Strawberry, Green Matcha Tea Soft-serve, or Vanilla Soft-serve served in a cup",$5.79,false
22056,DOLE Whip® Soft-serve in a Cone,Snack Shack - Lunch,Ice Cream,,Typhoon Lagoon,Water Parks,"DOLE Whip® Pineapple, DOLE Whip® Strawberry, Green Matcha Tea Soft-serve, or Vanilla Soft-serve served in a Cone",$6.29,false
22057,All-Day Refillable Mug,Snack Shack - Lunch,Beverages,,Typhoon Lagoon,Water Parks,,$12.99,false
22058,Fountain Beverages,Snack Shack - Lunch,Beverages,Snack,Typhoon Lagoon,Water Parks,"Coke, diet Coke, Coke Zero Sugar, Sprite, Orange, Lemonade, Powerade",$4.49,true
22059,Bottled Water,Snack Shack - Lunch,Beverages,Snack,Typhoon Lagoon,Water Parks,,$3.75,true
22060,Smartwater,Snack Shack - Lunch,Beverages,Snack,Typhoon Lagoon,Water Parks,,$5.75,true
22061,Strawberry Boba with Butterfly Pea Tea and Oatmilk,Snack Shack - Lunch,Specialty Beverages (non-alcoholic),,Typhoon Lagoon,Water Parks,Strawberry Boba with Butterfly Pea Tea and Oatmilk,$5.49,false
22062,Strawberry Boba with Green Matcha Tea and Oatmilk,Snack Shack - Lunch,Specialty Beverages (non-alcoholic),,Typhoon Lagoon,Water Parks,Strawberry Boba with Green Matcha Tea and Oatmilk,$5.49,false
22063,Pina Colada,Snack Shack - Lunch,Specialty Cocktails,,Typhoon Lagoon,Water Parks,Bacardi Superior Rum blended with Piña Colada Mix,$13.50,false
22064,Kungaloosh Kooler,Snack Shack - Lunch,Specialty Cocktails,,Typhoon Lagoon,Water Parks,"Dole-Whip Strawberry blended with Captain Morgan Spiced Rum, Myer’s Original Dark Rum, Bols Blackberry Brandy Liqueur, Minute Maid Orange Juice, and a splash of Fanta Strawberry",$15.50,false
22065,DOLE Whip® Strawberry Mai Tai Float,Snack Shack - Lunch,Specialty Cocktails,,Typhoon Lagoon,Water Parks,"DOLE Whip® Strawberry with a blend of Captain Morgan Original Spiced Rum, Myers’s Original Dark Rum, Bols Blackberry Brandy, Minute Maid® Orange Juice, and a splash of Fanta® Strawberry",$16.00,false
22066,Bud Light Lager,Snack Shack - Lunch,Beer,,Typhoon Lagoon,Water Parks,,$9.25,false
22067,Michelob Ultra Lager,Snack Shack - Lunch,Beer,,Typhoon Lagoon,Water Parks,,$9.75,false
22068,Mickey Soft Pretzel,Surf Doggies - Snacks,Snacks,Snack,Typhoon Lagoon,Water Parks,with cheese sauce,$6.79,true
22069,Assorted Chips,Surf Doggies - Snacks,Snacks,Snack,Typhoon Lagoon,Water Parks,,$2.99,true
22070,All-beef Hot Dog,Surf Doggies - Snacks,Entrees,,Typhoon Lagoon,Water Parks,with Chips,$8.99,false
